release_date,track_name,artist(s)_name,artist_count,in_spotify_playlists,in_spotify_charts,mils_of_streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
2021-05-21,traitor,"Juan Cruz Toledo, Huilen Toledo",2,5257,6,1230.8559,85,43,134.0,0,,176,D#,Major,29,12,33,68,0,12,5
2021-09-10,Toxic,BoyWithUke,1,1795,0,582.9814,34,23,118.0,0,,180,G#,Minor,59,69,61,84,0,46,36
2021-01-08,drivers license,Olivia Rodrigo,1,12685,3,1858.1442,185,61,485.0,0,,144,A#,Major,59,21,43,76,0,10,7
2021-11-30,Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",3,648,1,240.6844,14,3,81.0,0,0.0,133,F#,Minor,82,52,61,38,0,14,27
2021-11-12,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,4635,5,583.687,50,49,30.0,1,2.0,93,,Major,63,21,52,28,0,9,3
2022-01-07,Donï¿½ï¿½ï¿½t Break My,The Weeknd,1,1184,0,63.8035,1,5,6.0,0,0.0,122,A#,Major,77,25,62,34,0,23,3
2021-11-19,Oh My God,Adele,1,4431,0,466.2147,105,7,199.0,0,0.0,88,C#,Major,53,55,73,9,0,3,5
2022-01-05,Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,759,3,236.9405,32,0,12.0,0,0.0,170,F,Minor,70,61,44,40,0,37,4
2022-01-07,A Tale By Quincy,The Weeknd,1,733,0,41.9245,0,2,2.0,0,0.0,94,F,Minor,46,55,50,71,0,10,11
2021-11-18,I AM WOMAN,Emmy Meli,1,2795,0,225.2592,45,0,107.0,0,0.0,170,A#,Major,65,46,47,12,0,13,16
2021-10-27,Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,2780,2,393.2303,54,21,57.0,1,0.0,90,E,Minor,79,79,70,57,0,66,8
2021-12-01,It'll Be Okay,Shawn Mendes,1,1950,0,287.201,56,8,104.0,0,10.0,78,G,Major,40,7,29,62,0,9,3
2018-03-09,Softcore,The Neighbourhood,1,3947,12,599.7702,33,102,93.0,0,30.0,94,D,Major,57,36,58,5,0,15,3
2021-10-30,Super Gremlin,Kodak Black,1,2551,0,342.7794,52,15,35.0,0,1.0,73,D,Major,83,11,41,0,0,36,14
2021-08-03,Volvï¿,"Aventura, Bad Bunny",2,5375,10,673.8011,138,24,133.0,0,1.0,176,C#,Major,73,79,86,42,0,7,18
2020-11-02,Todo De Ti,Rauw Alejandro,1,11975,8,1168.6428,188,75,268.0,6,16.0,128,D#,Minor,81,57,63,40,1,10,4
2019-08-30,Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2696,0,540.5397,42,2,57.0,0,,120,G#,Major,58,44,60,44,9,5,6
2021-11-05,Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,4963,0,383.5501,63,40,76.0,0,0.0,82,D,Major,63,85,62,6,0,35,4
2020-03-13,Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,6734,0,530.5112,47,14,90.0,0,1.0,95,D,Major,77,40,47,2,0,9,3
2022-01-07,Every Angel is Terrifying,The Weeknd,1,715,0,37.308,0,1,2.0,0,0.0,118,,Major,44,52,94,11,0,4,29
2021-10-22,Tacones Rojos,Sebastian Yatra,1,3047,9,510.8768,77,31,85.0,5,28.0,123,B,Minor,75,93,86,8,0,14,3
2021-03-19,Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,14140,0,1445.9417,231,52,612.0,6,,90,,Major,63,49,68,38,0,42,18
2020-10-30,Dakiti,"Bad Bunny, Jhay Cortez",2,11215,21,1763.3637,189,166,525.0,9,25.0,110,E,Minor,73,14,57,40,0,11,5
2021-12-29,"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,1678,12,374.1915,20,4,15.0,1,3.0,96,C#,Minor,66,76,82,47,0,10,32
2022-01-09,Lï¿½ï¿½ï¿,Stromae,1,2035,0,108.8091,41,122,394.0,0,2.0,88,D,Minor,56,58,55,35,0,23,11
2021-09-08,Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",3,2780,2,436.6954,86,76,59.0,0,16.0,98,A,Minor,73,60,85,17,0,24,5
2021-09-24,Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,4091,0,421.0406,105,2,73.0,13,1.0,110,,Minor,72,67,68,0,0,14,4
2020-07-17,Life Goes On,Oliver Tree,1,2868,0,501.5417,43,15,116.0,0,,80,,Major,70,57,49,19,0,12,8
2021-09-16,Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,3643,0,354.0652,69,3,70.0,0,3.0,110,C#,Minor,86,31,53,43,0,11,6
2021-05-21,Butter,BTS,1,4779,6,1143.6478,180,135,223.0,0,5.0,110,G#,Major,79,70,36,0,0,6,11
2022-01-07,pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,3517,0,311.3951,54,28,43.0,0,0.0,78,C#,Minor,77,49,42,1,1,13,19
2021-06-24,You Right,"Doja Cat, The Weeknd",2,5073,0,672.6562,83,9,100.0,0,4.0,129,G#,Major,83,44,62,2,0,8,6
2021-04-01,deja vu,Olivia Rodrigo,1,7545,4,1256.8807,117,39,141.0,0,46.0,181,A,Major,44,22,60,61,0,42,9
2020-08-21,Dynamite,BTS,1,8528,5,1692.898,239,163,583.0,0,,114,F#,Minor,75,74,77,1,0,9,10
2021-11-05,TO THE MOON,Jnr Choi,1,2979,0,245.0956,44,0,159.0,0,0.0,144,D,Major,74,39,65,5,1,11,35
2019-01-11,Lost in the Fire,"The Weeknd, Gesaffelstein",2,7731,2,686.7344,110,145,447.0,0,46.0,101,D,Major,66,18,68,9,0,12,4
2021-10-21,Salimo de Noche,"Trueno, Tiago pzk",2,1057,0,261.4142,17,5,21.0,0,0.0,84,D,Major,67,78,63,29,0,12,5
2021-07-08,Volando - Remix,"Sech, Bad Bunny, Mora",3,3272,19,610.0456,101,34,70.0,1,2.0,154,F#,Major,66,63,69,21,0,11,7
2021-03-05,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,14417,0,1115.8809,237,123,569.0,0,10.0,148,F,Major,59,72,62,18,0,9,3
2021-09-03,Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,5199,0,594.483,45,43,45.0,0,3.0,146,F,Minor,85,22,37,13,0,7,30
2021-08-01,Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2,6026,0,566.9547,171,51,187.0,1,21.0,120,B,Minor,77,51,79,20,0,26,6
1970-01-01,Love Grows (Where My Rosemary Goes),Edison Lighthouse,1,2877,0,,16,0,54.0,0,0.0,110,A,Major,53,75,69,7,0,17,3
2021-11-11,LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",2,4640,3,374.7069,81,93,507.0,6,4.0,136,,Minor,77,82,30,95,0,13,5
2021-11-19,The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,1150,0,184.9371,20,38,12.0,0,0.0,141,C#,Major,59,56,63,12,0,6,36
2022-01-07,Phantom Regret by Jim,The Weeknd,1,768,0,31.9596,1,1,3.0,0,0.0,108,A,Minor,46,23,48,75,30,14,4
2021-11-19,Dos Oruguitas,Sebastian Yatra,1,925,0,167.0764,24,47,74.0,0,0.0,94,,Major,42,47,36,76,0,9,5
2015-05-10,Freaks,Surf Curse,1,3006,3,824.4202,23,21,121.0,0,13.0,180,A,Major,35,41,94,0,63,5,5
2021-09-01,Acapulco,Jason Derulo,1,3098,0,363.4676,111,5,182.0,1,0.0,122,A#,Major,77,51,79,5,0,16,5
2015-10-30,Daddy Issues,The Neighbourhood,1,9771,4,1127.4682,42,70,384.0,0,3.0,85,A#,Major,59,33,52,7,15,12,3
2022-01-07,thought i was playing,"21 Savage, Gunna",2,807,0,60.6809,3,0,5.0,0,0.0,148,C#,Major,68,29,73,0,0,7,7
2021-12-01,ELEVEN,IVE,1,521,1,247.7379,17,89,11.0,0,0.0,120,A,Major,83,59,73,6,0,5,11
2020-07-24,Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,12854,0,1699.4024,237,27,636.0,0,,91,G,Minor,70,76,72,22,0,27,4
2021-11-19,What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,802,0,154.7979,13,27,8.0,0,0.0,120,E,Major,72,54,71,26,0,10,4
2021-11-17,DANCE CRIP,Trueno,1,731,0,198.883,14,14,24.0,0,4.0,106,,Major,86,86,79,11,0,8,9
2022-01-07,Miserable Man,David Kushner,1,788,0,124.4074,13,0,32.0,1,0.0,110,A#,Major,63,31,35,93,0,29,3
2021-05-21,happier,Olivia Rodrigo,1,3069,4,850.6084,25,46,105.0,0,45.0,169,F#,Major,39,36,45,81,0,8,13
2021-08-29,Praise God,Kanye West,1,4651,0,376.333,24,6,105.0,0,0.0,118,C#,Major,80,21,55,1,0,26,17
2021-06-25,Get Into It (Yuh),Doja Cat,1,4999,0,516.7846,43,19,73.0,12,0.0,92,G#,Minor,91,79,66,32,0,9,16
2019-11-01,Before You Go,Lewis Capaldi,1,8327,24,1608.0452,205,130,625.0,0,25.0,112,D#,Major,45,19,60,63,0,9,6
2020-12-25,Sky,Playboi Carti,1,3297,3,506.7788,25,3,52.0,0,1.0,140,D,Major,79,56,91,26,0,13,21
2010-11-29,Rolling in the Deep,Adele,1,35684,6,1472.7999,195,125,,2,78.0,105,G#,Major,73,52,76,13,0,5,3
2021-07-08,Sobrio,Maluma,1,3506,10,513.6439,103,76,100.0,1,1.0,178,F,Major,76,63,77,14,0,15,22
2021-12-23,Peru,"Ed Sheeran, Fireboy DML",2,2999,0,261.2865,60,17,154.0,0,22.0,108,G,Minor,96,71,42,57,0,8,9
2021-05-21,favorite crime,Olivia Rodrigo,1,3681,0,783.7066,20,21,99.0,0,7.0,173,A,Major,40,19,29,86,0,34,4
2021-05-07,Thunder,"Prezioso, Gabry Ponte, LUM!X",3,4846,10,422.6911,54,16,259.0,0,13.0,101,C#,Major,67,40,90,3,0,34,6
2020-01-01,The Business,Tiï¿½ï¿,1,14311,0,1062.3457,255,32,582.0,0,14.0,120,G#,Minor,80,24,62,41,2,11,23
2020-10-23,positions,Ariana Grande,1,8207,0,1252.5639,175,55,95.0,0,2.0,144,,Major,73,66,80,44,0,9,12
2021-03-19,I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,4873,0,851.0705,65,88,434.0,3,13.0,133,C#,Major,75,96,61,0,0,18,4
2021-10-22,Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,772,0,263.8945,7,3,89.0,0,0.0,158,G#,Minor,46,62,83,53,0,97,28
2021-10-01,The Feels,TWICE,1,1150,0,345.9036,20,99,44.0,0,2.0,120,A,Major,81,92,90,9,0,8,7
2020-02-21,HEARTBREAK ANNIVERSARY,Giveon,1,5398,4,951.6376,111,127,210.0,0,37.0,129,,Major,61,59,46,56,0,13,5
2016-11-18,No Lie,"Sean Paul, Dua Lipa",2,7370,0,956.8653,92,127,,0,62.0,102,G,Major,74,45,89,5,0,26,13
2021-08-13,OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,6890,0,427.486,122,11,201.0,0,1.0,124,G#,Minor,79,79,84,2,0,5,5
2016-04-20,Pope Is a Rockstar,SALES,1,1966,0,156.6584,4,2,50.0,0,0.0,90,E,Minor,73,31,45,85,24,11,3
2021-04-14,2055,Sleepy hallow,1,2226,0,624.5155,29,0,44.0,0,0.0,161,F#,Minor,78,65,52,46,0,12,31
2017-03-30,Bored,Billie Eilish,1,4204,0,777.7654,39,45,250.0,0,0.0,120,G,Major,60,11,33,90,0,8,5
2021-07-28,Happier Than Ever - Edit,Billie Eilish,1,1959,0,412.7952,19,0,38.0,0,0.0,81,,Major,45,12,57,7,0,23,3
2019-01-01,Astronaut In The Ocean,Masked Wolf,1,7191,0,1138.4741,146,18,478.0,0,7.0,150,E,Minor,78,47,70,18,0,15,9
2021-09-02,Ley Seca,"Anuel Aa, Jhay Cortez",2,2012,0,355.2192,101,12,38.0,0,0.0,105,G#,Major,76,58,84,10,0,13,10
2021-08-10,Every Summertime,NIKI,1,1211,2,290.2286,30,2,5.0,0,6.0,79,F#,Major,63,76,67,38,0,6,4
2010-10-04,Talking To The Moon,Bruno Mars,1,7109,2,1062.9566,5,0,862.0,0,0.0,146,C#,Minor,52,7,61,51,0,11,3
2020-04-17,you broke me first,Tate McRae,1,6638,0,1180.095,167,19,318.0,0,1.0,124,E,Major,64,8,37,79,0,9,5
2014-01-01,The Nights,Avicii,1,17354,8,1456.0814,92,122,,0,55.0,126,F#,Major,53,66,85,2,0,24,4
2021-08-06,Take My Breath,The Weeknd,1,6392,0,432.7023,174,73,344.0,0,0.0,121,G#,Major,75,53,74,2,0,11,5
2021-09-03,Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,5481,0,489.9459,144,30,86.0,0,0.0,136,B,Minor,80,33,60,0,0,32,14
2021-06-25,Cï¿½ï¿½,Rauw Alejandro,1,2636,3,465.9594,36,82,39.0,0,5.0,102,A,Minor,77,26,63,58,0,11,5
2021-10-27,Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,824,0,1223.4811,8,8,8.0,2,0.0,77,G,Major,73,54,74,23,0,41,23
2019-05-10,Dance Monkey,Tones and I,1,24529,0,2864.7917,533,167,,6,,98,F#,Minor,82,54,59,69,0,18,10
2017-06-15,Lucid Dreams,Juice WRLD,1,14749,0,2288.6951,188,34,710.0,0,5.0,84,B,Minor,44,22,48,38,0,33,24
2021-01-28,Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",2,8087,0,720.8255,92,34,131.0,0,0.0,102,G#,Major,89,77,82,3,0,17,11
2013-08-01,All of Me,John Legend,1,27221,0,2086.1242,308,118,,2,77.0,120,G#,Major,42,33,26,92,0,13,3
1991-09-10,Smells Like Teen Spirit - Remastered 2021,Nirvana,1,49991,9,1690.1929,265,121,,4,160.0,117,C#,Major,52,73,91,0,0,11,7
2019-03-07,Arcade,Duncan Laurence,1,6646,0,991.3361,107,47,584.0,1,,72,A,Minor,45,27,33,82,0,14,4
2021-09-03,Fair Trade (with Travis Scott),"Drake, Travis Scott",2,5403,6,593.9176,118,116,96.0,0,3.0,168,C#,Major,67,29,47,5,0,22,26
2021-11-11,Bar,"Tini, L-Gante",2,755,4,200.9727,22,3,0.0,0,0.0,94,C#,Major,52,68,69,13,0,33,8
2022-01-10,The Rumbling (TV Size),SiM,1,254,0,71.015,0,4,23.0,0,0.0,145,G#,Major,41,65,88,0,0,26,5
2021-08-27,family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,6308,5,560.2228,114,15,63.0,0,2.0,134,C#,Major,71,14,61,1,0,23,33
2003-09-23,Mr. Brightside,The Killers,1,51979,15,1806.6177,306,99,,2,120.0,148,C#,Major,35,24,93,0,0,10,8
2022-01-10,Blessed-Cursed,ENHYPEN,1,246,0,77.3378,2,12,10.0,0,0.0,127,E,Minor,60,40,89,9,0,60,6
2021-06-24,AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,6556,0,528.5447,93,5,67.0,1,0.0,172,F#,Minor,74,79,66,11,0,8,16
2019-11-07,Streets,Doja Cat,1,5728,0,865.6401,85,87,179.0,0,12.0,90,B,Major,75,19,46,21,4,34,8
2018-09-27,Shallow,"Lady Gaga, Bradley Cooper",2,16636,12,2159.3467,368,155,,6,121.0,96,G,Major,57,30,40,38,0,26,3
2022-01-10,Polaroid Love,ENHYPEN,1,461,0,211.3725,10,56,17.0,0,0.0,138,G,Minor,74,65,67,46,0,36,4
2021-04-28,Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,4893,4,651.7329,143,24,110.0,0,70.0,120,G,Major,72,67,72,0,0,13,4
2021-07-09,Permission to Dance,BTS,1,1801,2,608.334,77,134,74.0,0,2.0,125,A,Major,70,65,74,1,0,34,4
2021-01-15,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,12043,0,863.7566,209,54,710.0,0,18.0,123,D,Major,82,80,86,1,0,30,13
2021-04-09,RAPSTAR,Polo G,1,4731,0,797.4023,141,12,78.0,0,0.0,81,F#,Major,79,44,54,41,0,13,24
2002-05-26,'Till I Collapse,"Eminem, Nate Dogg",2,22923,0,1695.712,78,46,,1,0.0,171,C#,Major,55,10,85,7,0,8,20
2019-09-20,Memories,Maroon 5,1,9974,2,1759.568,272,67,,1,19.0,91,B,Major,77,60,32,84,0,8,5
2021-08-12,Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,1560,0,223.3199,72,0,0.0,0,0.0,84,G,Minor,56,61,76,10,0,14,11
2022-01-07,25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,620,0,54.938,17,3,3.0,0,0.0,115,F,Minor,90,74,54,16,0,13,28
2021-12-29,When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",2,3270,0,226.8976,89,21,65.0,0,0.0,125,,Major,69,70,89,4,0,49,3
2021-10-14,Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2,580,0,258.316,24,92,93.0,0,0.0,122,F#,Minor,80,62,69,28,0,13,7
2021-04-29,Miï¿½ï¿½n,"Tini, Maria Becerra",2,3406,16,596.1521,61,23,70.0,1,0.0,92,D,Major,85,92,54,16,0,29,7
2021-11-18,Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3,903,0,177.1299,30,26,15.0,0,0.0,90,F#,Minor,63,75,75,17,0,11,8
2022-02-10,MAMIII,"Karol G, Becky G",2,6809,28,716.5915,151,102,175.0,5,29.0,94,E,Minor,84,90,70,9,0,14,8
1999-01-01,Still D.R.E.,"Dr. Dre, Snoop Dogg",2,33966,0,1210.5995,141,78,,1,0.0,93,B,Major,81,53,78,18,0,6,24
2022-02-11,Stay Alive (Prod. SUGA of BTS),Jung Kook,1,590,5,246.3767,4,113,20.0,0,1.0,130,D,Minor,51,50,76,30,0,10,7
2022-02-11,Boyfriend,Dove Cameron,1,3766,0,496.3114,76,0,102.0,0,2.0,180,G,Minor,35,23,61,23,0,19,6
2022-02-11,The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,1430,0,146.7894,46,1,34.0,0,0.0,134,,Major,53,31,31,92,0,28,3
1999-01-01,The Next Episode,"Dr. Dre, Snoop Dogg",2,31762,0,843.309,142,40,,1,953.0,95,D#,Minor,92,31,89,3,0,8,25
2022-01-19,Light Switch,Charlie Puth,1,4049,0,500.3403,119,6,85.0,1,1.0,184,F#,Major,69,91,63,11,0,9,31
2022-02-11,City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2096,0,107.2555,34,3,30.0,0,0.0,147,G#,Minor,47,50,80,10,0,32,38
2022-02-02,Brividi,"Mahmood, Blanco",2,1175,0,135.0792,34,1,31.0,0,0.0,123,G,Major,52,44,60,40,0,26,3
2012-01-01,Lost,Frank Ocean,1,29499,11,822.2397,124,27,587.0,0,4.0,123,A#,Minor,91,49,61,3,0,17,22
2002-01-01,In Da Club,50 Cent,1,30427,7,1202.7227,235,106,,1,35.0,90,F#,Minor,90,79,71,26,0,7,37
2022-02-04,she's all i wanna be,Tate McRae,1,2711,0,343.1971,105,12,51.0,0,12.0,160,D,Minor,61,65,64,1,0,12,4
2013-08-16,Ginseng Strip 2002,Yung Lean,1,4310,0,240.77,13,0,113.0,1,3.0,115,C#,Major,60,37,71,8,0,48,4
2019-08-04,All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,5342,0,426.2048,33,123,7.0,0,4.0,141,D#,Major,37,17,67,2,0,34,9
2016-08-05,Notion,The Rare Occasions,1,2393,0,421.1356,22,13,65.0,0,6.0,160,A,Major,31,30,88,7,0,8,8
2019-10-04,Formula,Labrinth,1,3444,7,554.8757,24,85,102.0,0,1.0,145,B,Major,57,23,66,4,6,15,4
2019-06-21,Mount Everest,Labrinth,1,5443,0,467.727,45,1,80.0,0,12.0,89,,Minor,46,43,43,23,8,8,22
2020-07-24,Excuses,"Intense, AP Dhillon, Gurinder Gill",3,272,4,327.498,7,21,2.0,0,0.0,95,F,Minor,84,49,72,8,0,15,8
2021-12-10,Cigarettes,Juice WRLD,1,975,0,185.4085,11,0,10.0,0,0.0,160,D,Major,60,47,62,3,0,38,4
2022-01-14,"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7,1034,1,245.4002,19,5,12.0,0,0.0,174,F,Minor,67,74,75,44,0,7,30
1995-12-28,California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,18773,0,579.3951,128,17,,0,0.0,92,G,Major,77,76,84,3,0,38,4
1999-01-01,Forgot About Dre,"Eminem, Dr. Dre",2,19067,0,675.0395,78,15,,0,3.0,134,G#,Major,93,61,74,9,0,17,8
2021-11-19,Down Under (feat. Colin Hay),"Luude, Colin Hay",2,3541,2,252.8712,57,13,50.0,1,7.0,172,B,Minor,31,4,86,1,0,28,17
2021-12-17,Mujeriego,Ryan Castro,1,1492,0,231.9961,44,63,91.0,0,24.0,80,A,Major,76,92,62,6,0,8,13
2017-03-30,HUMBLE.,Kendrick Lamar,1,33206,1,1929.7703,284,114,,0,5.0,150,C#,Minor,91,42,60,0,0,9,12
1999-11-21,Stan,"Eminem, Dido",2,17115,0,918.9154,83,63,,0,0.0,80,F#,Minor,78,53,74,4,0,45,21
2020-01-16,Contection,"GODZZ__-, Zakaria",2,6955,0,1180.8963,65,45,398.0,0,1.0,166,A#,Minor,81,83,75,14,0,29,34
2017-10-04,Swim,Chase Atlantic,1,2742,0,498.9603,5,1,62.0,0,0.0,120,G#,Major,67,8,54,27,0,8,4
2020-02-29,A Tu Merced,Bad Bunny,1,4214,11,685.0718,21,20,40.0,0,0.0,92,,Major,86,89,79,17,0,11,6
2022-01-28,Numb Little Bug,Em Beihold,1,2026,0,258.7147,47,3,42.0,12,6.0,85,G#,Minor,74,61,52,30,0,26,9
2022-01-15,212,"Mainstreet, Chefin",2,352,0,143.1393,10,0,39.0,0,0.0,154,D,Minor,79,86,52,66,0,9,7
2021-10-22,Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2,1517,0,209.7685,42,7,15.0,0,4.0,92,D,Minor,73,37,74,28,0,14,6
2022-02-11,Bussin,"Nicki Minaj, Lil Baby",2,847,0,64.7146,25,0,14.0,0,0.0,140,B,Major,89,75,70,6,0,13,5
2022-02-11,Worst Day,Future,1,910,0,50.7466,20,3,24.0,0,0.0,89,C#,Major,65,60,60,11,0,10,40
2022-01-28,Malvada,Zï¿½ï¿½ Fe,1,601,0,154.1195,28,73,64.0,0,0.0,135,F,Minor,89,89,86,16,0,8,5
2021-11-19,Hrs and Hrs,Muni Long,1,1800,0,181.3283,43,36,46.0,13,4.0,140,G#,Minor,51,66,53,60,0,11,18
2015-07-24,Alien Blues,Vundabar,1,1930,0,370.0686,3,0,28.0,0,1.0,82,D#,Major,47,44,76,8,91,9,3
2014-01-01,Thinking Out Loud,Ed Sheeran,1,33032,0,2280.5661,363,129,,0,28.0,79,D,Major,78,58,45,47,0,18,3
2019-10-04,Still Don't Know My Name,Labrinth,1,6332,0,563.9029,47,116,266.0,0,0.0,88,F,Major,31,31,63,47,27,21,12
2021-12-24,Christmas Tree,V,1,509,9,317.6222,8,106,6.0,0,8.0,139,F,Major,44,18,38,70,0,12,4
2022-01-14,Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",2,971,2,291.7097,35,104,93.0,1,0.0,124,,Minor,73,68,83,55,0,90,7
2019-10-04,When I R.I.P.,Labrinth,1,2578,0,203.6803,8,67,66.0,0,0.0,80,G#,Minor,39,45,55,73,0,9,21
2022-02-04,Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,1064,0,81.3507,42,1,26.0,0,0.0,120,C#,Minor,84,54,51,47,0,12,40
2019-10-04,Forever,Labrinth,1,3618,0,282.8832,21,86,138.0,0,2.0,80,E,Minor,56,19,46,92,72,11,3
2022-02-04,Gospel (with Eminem),"Eminem, Dr. Dre",2,1040,0,64.7879,8,0,29.0,0,0.0,117,C#,Major,92,62,86,11,0,24,24
2019-06-19,Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",2,15010,2,2484.8129,453,50,,1,8.0,117,A,Minor,76,77,52,4,0,8,3
2019-05-16,NEW MAGIC WAND,"Tyler, The Creator",2,4708,0,461.4378,13,7,55.0,0,1.0,140,F,Minor,62,46,73,10,0,67,11
2019-12-06,Adore You,Harry Styles,1,13454,1,1439.1914,246,71,519.0,2,5.0,99,G#,Major,68,57,77,2,0,10,5
2020-02-29,La Santa,"Daddy Yankee, Bad Bunny",2,4890,20,759.2088,52,42,100.0,0,0.0,93,C#,Major,74,59,87,3,0,8,5
1991-09-24,Something In The Way - Remastered 2021,Nirvana,1,9514,0,368.6469,45,27,,0,43.0,106,G#,Major,44,8,20,74,42,11,3
2022-03-11,Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,3501,0,299.6345,69,2,51.0,11,0.0,124,G,Major,81,68,63,17,0,10,22
2022-03-04,Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,6111,4,756.908,185,40,492.0,9,35.0,95,G#,Major,76,96,70,18,0,33,4
2022-01-21,Una Noche en Medellï¿½,Cris Mj,1,5415,32,682.4752,46,16,53.0,1,2.0,96,A#,Minor,87,82,53,10,0,5,8
2021-11-11,Envolver,Anitta,1,4673,2,546.1911,123,113,180.0,1,4.0,92,E,Minor,81,40,73,15,0,9,8
2022-03-03,Starlight,Dave,1,1856,3,229.4733,29,40,31.0,1,1.0,124,G,Major,95,36,37,35,0,10,28
2022-03-03,Hati-Hati di Jalan,Tulus,1,200,2,202.6775,12,4,0.0,0,0.0,72,F#,Major,64,76,44,70,9,12,4
2022-02-04,"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1,1888,0,121.9132,26,1,58.0,0,0.0,71,,Minor,28,26,20,19,0,30,3
2022-02-01,DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",2,911,2,208.166,45,0,99.0,1,1.0,135,A,Minor,78,55,57,4,0,10,8
2004-05-04,Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,2954,2,527.0331,18,82,0.0,0,5.0,95,A#,Major,81,56,70,4,0,5,24
2022-03-03,"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,461,0,94.6165,7,11,13.0,0,0.0,71,C#,Minor,59,70,74,56,0,11,40
2021-04-30,Jordan,Ryan Castro,1,2844,2,394.0303,29,2,35.0,1,0.0,180,A#,Minor,80,71,68,6,0,10,37
2022-02-18,Nail Tech,Jack Harlow,1,2939,0,193.4439,42,0,24.0,0,0.0,150,E,Minor,65,11,58,0,0,12,9
2022-02-18,Chale,Eden Muï¿½ï,1,695,11,299.6482,16,41,13.0,1,1.0,189,G#,Major,55,86,44,40,0,7,4
